,instant;dteday;season;yr;mnth;holiday;weekday;workingday;weathersit;temp;atemp;hum;windspeed;casual;registered;cnt
261,431;06/03/2012;1;1;3;0;2;1;1;0.258333;0.255042;0.456667;0.200875;221;3735;3956
262,436;11/03/2012;1;1;3;0;0;0;1;0.361739;0.35967;0.476957;0.222587;1658;3253;4911
263,437;12/03/2012;1;1;3;0;1;1;1;0.466667;0.459592;0.489167;0.207713;838;4460;5298
264,441;16/03/2012;1;1;3;0;5;1;2;0.435833;0.436229;0.842083;0.113192;548;3830;4378
265,442;17/03/2012;1;1;3;0;6;0;2;0.514167;0.505046;0.755833;0.110704;3155;4681;7836
266,445;20/03/2012;1;1;3;0;2;1;1;0.560833;0.538533;0.807917;0.121271;1051;5042;6093
267,446;21/03/2012;2;1;3;0;3;1;2;0.531667;0.513258;0.82125;0.0895583;1122;5108;6230
268,447;22/03/2012;2;1;3;0;4;1;1;0.554167;0.531567;0.83125;0.117562;1334;5537;6871
269,451;26/03/2012;2;1;3;0;1;1;1;0.445833;0.43875;0.477917;0.386821;795;4763;5558
270,452;27/03/2012;2;1;3;0;2;1;1;0.323333;0.315654;00.29;0.187192;531;4571;5102
271,453;28/03/2012;2;1;3;0;3;1;1;0.484167;0.47095;0.48125;0.291671;674;5024;5698
272,454;29/03/2012;2;1;3;0;4;1;1;0.494167;0.482304;0.439167;0.31965;834;5299;6133
273,455;30/03/2012;2;1;3;0;5;1;2;00.37;0.375621;0.580833;0.138067;796;4663;5459
274,456;31/03/2012;2;1;3;0;6;0;2;0.424167;0.421708;0.738333;0.250617;2301;3934;6235
275,457;01/04/2012;2;1;4;0;0;0;2;0.425833;0.417287;0.67625;0.172267;2347;3694;6041
276,458;02/04/2012;2;1;4;0;1;1;1;0.433913;0.427513;0.504348;0.312139;1208;4728;5936
277,459;03/04/2012;2;1;4;0;2;1;1;0.466667;0.461483;0.396667;0.100133;1348;5424;6772
278,460;04/04/2012;2;1;4;0;3;1;1;0.541667;0.53345;0.469583;0.180975;1058;5378;6436
279,462;06/04/2012;2;1;4;0;5;1;1;0.403333;0.390767;0.377083;0.300388;1807;4653;6460
280,464;08/04/2012;2;1;4;0;0;0;1;00.05;0.492425;0.275833;0.232596;2230;2939;5169
281,467;11/04/2012;2;1;4;0;3;1;1;0.348696;0.337274;0.469565;0.295274;482;4380;4862
282,471;15/04/2012;2;1;4;0;0;0;1;0.606667;0.573875;0.507917;0.225129;2846;4286;7132
283,472;16/04/2012;2;1;4;1;1;0;1;0.664167;0.614925;0.561667;0.284829;1198;5172;6370
284,473;17/04/2012;2;1;4;0;2;1;1;0.608333;0.598487;0.390417;0.273629;989;5702;6691
285,474;18/04/2012;2;1;4;0;3;1;2;0.463333;0.457038;0.569167;0.167912;347;4020;4367
286,476;20/04/2012;2;1;4;0;5;1;1;0.526667;0.515775;0.694583;0.149871;1340;5950;7290
287,477;21/04/2012;2;1;4;0;6;0;1;00.57;0.542921;0.682917;0.283587;2541;4083;6624
288,478;22/04/2012;2;1;4;0;0;0;3;0.396667;0.389504;0.835417;0.344546;120;907;1027
289,479;23/04/2012;2;1;4;0;1;1;2;0.321667;0.301125;0.766667;0.303496;195;3019;3214
290,480;24/04/2012;2;1;4;0;2;1;1;0.413333;0.405283;0.454167;0.249383;518;5115;5633
291,481;25/04/2012;2;1;4;0;3;1;1;0.476667;0.470317;0.427917;0.118792;655;5541;6196
292,482;26/04/2012;2;1;4;0;4;1;2;0.498333;0.483583;0.756667;0.176625;475;4551;5026
293,484;28/04/2012;2;1;4;0;6;0;2;0.376667;0.377504;0.489583;0.129975;1120;3100;4220
294,485;29/04/2012;2;1;4;0;0;0;1;0.458333;0.450121;0.587083;0.116908;2229;4075;6304
295,486;30/04/2012;2;1;4;0;1;1;2;0.464167;0.457696;00.57;0.171638;665;4907;5572
296,487;01/05/2012;2;1;5;0;2;1;2;0.613333;0.577021;0.659583;0.156096;653;5087;5740
297,488;02/05/2012;2;1;5;0;3;1;1;0.564167;0.537896;0.797083;0.138058;667;5502;6169
298,489;03/05/2012;2;1;5;0;4;1;2;00.56;0.537242;0.768333;0.133696;764;5657;6421
299,491;05/05/2012;2;1;5;0;6;0;2;0.621667;0.584608;0.756667;0.152992;2496;4387;6883
300,494;08/05/2012;2;1;5;0;2;1;2;0.581667;0.557471;0.685833;0.296029;738;4990;5728
301,496;10/05/2012;2;1;5;0;4;1;1;0.505833;0.491783;0.552083;0.314063;1026;5546;6572
302,497;11/05/2012;2;1;5;0;5;1;1;0.533333;0.520833;0.360417;0.236937;1319;5711;7030
303,498;12/05/2012;2;1;5;0;6;0;1;0.564167;0.544817;0.480417;0.123133;2622;4807;7429
304,501;15/05/2012;2;1;5;0;2;1;2;0.611667;0.576404;0.794583;0.147392;625;4490;5115
305,502;16/05/2012;2;1;5;0;3;1;1;0.636667;0.595975;0.697917;0.122512;991;6433;7424
306,503;17/05/2012;2;1;5;0;4;1;1;0.593333;0.572613;00.52;0.229475;1242;6142;7384
307,504;18/05/2012;2;1;5;0;5;1;1;0.564167;0.551121;0.523333;0.136817;1521;6118;7639
308,505;19/05/2012;2;1;5;0;6;0;1;00.06;0.566908;0.45625;0.083975;3410;4884;8294
309,506;20/05/2012;2;1;5;0;0;0;1;0.620833;0.583967;0.530417;0.254367;2704;4425;7129
310,507;21/05/2012;2;1;5;0;1;1;2;0.598333;0.565667;0.81125;0.233204;630;3729;4359
311,518;01/06/2012;2;1;6;0;5;1;2;0.654167;0.607962;0.755417;0.237563;533;3594;4127
312,519;02/06/2012;2;1;6;0;6;0;1;0.583333;0.566288;0.549167;0.186562;2795;5325;8120
313,522;05/06/2012;2;1;6;0;2;1;2;0.540833;0.525892;0.613333;0.209575;968;6033;7001
314,523;06/06/2012;2;1;6;0;3;1;1;0.554167;0.542292;0.61125;0.077125;1027;6028;7055
315,525;08/06/2012;2;1;6;0;5;1;1;0.649167;0.597862;0.467917;0.175383;1488;6248;7736
316,526;09/06/2012;2;1;6;0;6;0;1;0.710833;0.648367;0.437083;0.144287;2708;4790;7498
317,527;10/06/2012;2;1;6;0;0;0;1;0.726667;0.663517;0.538333;0.133721;2224;4374;6598
318,528;11/06/2012;2;1;6;0;1;1;2;0.720833;0.659721;0.587917;0.207713;1017;5647;6664
319,529;12/06/2012;2;1;6;0;2;1;2;0.653333;0.597875;0.833333;0.214546;477;4495;4972
320,530;13/06/2012;2;1;6;0;3;1;1;0.655833;0.611117;0.582083;0.343279;1173;6248;7421
321,531;14/06/2012;2;1;6;0;4;1;1;0.648333;0.624383;0.569583;0.253733;1180;6183;7363
322,532;15/06/2012;2;1;6;0;5;1;1;0.639167;0.599754;0.589583;0.176617;1563;6102;7665
323,533;16/06/2012;2;1;6;0;6;0;1;0.631667;0.594708;0.504167;0.166667;2963;4739;7702
324,535;18/06/2012;2;1;6;0;1;1;2;0.568333;0.544842;0.777917;0.174746;653;4446;5099
325,538;21/06/2012;3;1;6;0;4;1;1;0.805833;0.752542;0.567917;0.118787;778;5127;5905
326,540;23/06/2012;3;1;6;0;6;0;1;0.731667;0.652792;0.534583;0.179721;2657;4801;7458
327,541;24/06/2012;3;1;6;0;0;0;1;0.743333;0.674254;0.479167;0.145525;2551;4340;6891
328,542;25/06/2012;3;1;6;0;1;1;1;0.715833;0.654042;0.504167;0.300383;1139;5640;6779
329,543;26/06/2012;3;1;6;0;2;1;1;0.630833;0.594704;0.373333;0.347642;1077;6365;7442
330,546;29/06/2012;3;1;6;0;5;1;1;0.834167;0.786613;0.48875;0.165417;829;4634;5463
331,548;01/07/2012;3;1;7;0;0;0;1;0.815833;0.750629;0.51875;0.168529;1421;4110;5531
332,549;02/07/2012;3;1;7;0;1;1;1;0.781667;0.702038;0.447083;0.195267;904;5323;6227
333,550;03/07/2012;3;1;7;0;2;1;1;0.780833;0.70265;0.492083;0.126237;1052;5608;6660
334,551;04/07/2012;3;1;7;1;3;0;1;0.789167;0.732337;0.53875;0.13495;2562;4841;7403
335,553;06/07/2012;3;1;7;0;5;1;1;0.828333;0.752533;0.450833;0.146142;1366;4841;6207
336,554;07/07/2012;3;1;7;0;6;0;1;0.861667;0.804913;0.492083;0.163554;1448;3392;4840
337,556;09/07/2012;3;1;7;0;1;1;2;0.710833;0.654054;0.683333;0.180975;998;5571;6569
338,558;11/07/2012;3;1;7;0;3;1;1;0.716667;0.650271;0.633333;0.151733;975;6289;7264
339,559;12/07/2012;3;1;7;0;4;1;1;0.715833;0.654683;0.529583;0.146775;1032;6414;7446
340,560;13/07/2012;3;1;7;0;5;1;2;0.731667;0.667933;0.485833;0.08085;1511;5988;7499
341,561;14/07/2012;3;1;7;0;6;0;2;0.703333;0.666042;0.699167;0.143679;2355;4614;6969
342,562;15/07/2012;3;1;7;0;0;0;1;0.745833;0.705196;0.717917;0.166667;1920;4111;6031
343,564;17/07/2012;3;1;7;0;2;1;1;0.818333;0.755683;0.505833;0.114429;921;5865;6786
344,565;18/07/2012;3;1;7;0;3;1;1;0.793333;0.745583;0.577083;0.137442;799;4914;5713
345,567;20/07/2012;3;1;7;0;5;1;2;0.665833;0.613025;0.844167;0.208967;747;5123;5870
346,570;23/07/2012;3;1;7;0;1;1;1;0.741667;0.690017;0.694167;0.138683;1135;5831;6966
347,573;26/07/2012;3;1;7;0;4;1;1;0.776667;0.739263;0.596667;0.284813;1036;5825;6861
348,574;27/07/2012;3;1;7;0;5;1;1;0.781667;0.734217;0.594583;0.152992;1259;5645;6904
349,575;28/07/2012;3;1;7;0;6;0;1;0.755833;0.697604;0.613333;0.15735;2234;4451;6685
350,576;29/07/2012;3;1;7;0;0;0;1;0.721667;0.667933;0.62375;0.170396;2153;4444;6597
351,577;30/07/2012;3;1;7;0;1;1;1;0.730833;0.684987;0.66875;0.153617;1040;6065;7105
352,578;31/07/2012;3;1;7;0;2;1;1;0.713333;0.662896;0.704167;0.165425;968;6248;7216
353,582;04/08/2012;3;1;8;0;6;0;1;0.793333;0.751267;0.613333;0.257458;2345;4479;6824
354,585;07/08/2012;3;1;8;0;2;1;2;0.735833;0.697621;0.70375;0.116908;1278;5995;7273
355,588;10/08/2012;3;1;8;0;5;1;2;0.715833;0.667942;0.715833;0.238813;1065;4721;5786
356,590;12/08/2012;3;1;8;0;0;0;1;0.700833;0.644579;0.530417;0.122512;2182;4362;6544
357,591;13/08/2012;3;1;8;0;1;1;1;0.720833;0.662254;0.545417;0.136212;1207;5676;6883
358,592;14/08/2012;3;1;8;0;2;1;1;0.726667;0.676779;0.686667;0.169158;1128;5656;6784
359,593;15/08/2012;3;1;8;0;3;1;1;0.706667;0.654037;0.619583;0.169771;1198;6149;7347
360,594;16/08/2012;3;1;8;0;4;1;1;0.719167;0.654688;0.519167;0.141796;1338;6267;7605
361,596;18/08/2012;3;1;8;0;6;0;1;0.678333;0.618071;0.603333;0.177867;2827;5038;7865
362,597;19/08/2012;3;1;8;0;0;0;2;0.635833;0.603554;0.711667;0.08645;1208;3341;4549
363,598;20/08/2012;3;1;8;0;1;1;2;0.635833;0.595967;0.734167;0.129979;1026;5504;6530
364,599;21/08/2012;3;1;8;0;2;1;1;0.649167;0.601025;0.67375;0.0727708;1081;5925;7006
365,601;23/08/2012;3;1;8;0;4;1;1;0.695833;0.637008;0.635833;0.0845958;1363;6402;7765
366,603;25/08/2012;3;1;8;0;6;0;2;0.661667;0.618696;0.712917;0.244408;1829;4224;6053
367,604;26/08/2012;3;1;8;0;0;0;2;0.653333;0.595996;0.845833;0.228858;1483;3772;5255
368,605;27/08/2012;3;1;8;0;1;1;1;0.703333;0.654688;0.730417;0.128733;989;5928;6917
369,608;30/08/2012;3;1;8;0;4;1;1;0.706667;0.652779;0.590417;0.0771167;1172;6541;7713
370,610;01/09/2012;3;1;9;0;6;0;2;0.753333;0.702654;0.638333;0.113187;2352;3788;6140
371,614;05/09/2012;3;1;9;0;3;1;1;0.736667;0.708983;0.74125;0.187808;832;6280;7112
372,615;06/09/2012;3;1;9;0;4;1;2;0.696667;0.655329;0.810417;0.142421;611;5592;6203
373,616;07/09/2012;3;1;9;0;5;1;1;0.703333;0.657204;0.73625;0.171646;1045;6459;7504
374,617;08/09/2012;3;1;9;0;6;0;2;0.659167;0.611121;0.799167;0.281104;1557;4419;5976
375,619;10/09/2012;3;1;9;0;1;1;1;0.583333;0.565654;0.50375;0.258713;1118;6407;7525
376,621;12/09/2012;3;1;9;0;3;1;1;0.599167;0.570075;0.577083;0.131846;1050;6820;7870
377,624;15/09/2012;3;1;9;0;6;0;1;0.608333;0.585867;0.501667;0.247521;3160;5554;8714
378,625;16/09/2012;3;1;9;0;0;0;1;00.58;0.563125;00.57;0.0901833;2166;5167;7333
379,626;17/09/2012;3;1;9;0;1;1;2;0.580833;0.55305;0.734583;0.151742;1022;5847;6869
380,629;20/09/2012;3;1;9;0;4;1;1;0.546667;0.532192;0.618333;0.118167;939;6781;7720
381,630;21/09/2012;3;1;9;0;5;1;1;0.599167;0.571971;0.66875;0.154229;1250;6917;8167
382,632;23/09/2012;4;1;9;0;0;0;1;0.529167;0.518933;0.467083;0.223258;2454;5453;7907
383,633;24/09/2012;4;1;9;0;1;1;1;0.514167;0.502513;0.492917;0.142404;1001;6435;7436
384,634;25/09/2012;4;1;9;0;2;1;1;00.55;0.544179;00.57;0.236321;845;6693;7538
385,639;30/09/2012;4;1;9;0;0;0;1;0.526667;0.517663;0.583333;0.134958;2015;4874;6889
386,641;02/10/2012;4;1;10;0;2;1;3;0.590833;0.542333;0.871667;0.104475;315;4324;4639
387,645;06/10/2012;4;1;10;0;6;0;1;0.554167;0.538521;0.664167;0.268025;3031;4934;7965
388,646;07/10/2012;4;1;10;0;0;0;2;0.415833;0.419813;0.708333;0.141162;781;2729;3510
389,647;08/10/2012;4;1;10;1;1;0;2;0.383333;0.387608;0.709583;0.189679;874;4604;5478
390,649;10/10/2012;4;1;10;0;3;1;1;0.514167;0.503142;0.630833;0.187821;780;6911;7691
391,652;13/10/2012;4;1;10;0;6;0;1;0.393333;0.391396;0.494583;0.146142;2252;4857;7109
392,653;14/10/2012;4;1;10;0;0;0;1;0.521667;0.508204;0.640417;0.278612;2080;4559;6639
393,655;16/10/2012;4;1;10;0;2;1;1;0.468333;0.460846;0.558333;0.182221;922;6612;7534
394,656;17/10/2012;4;1;10;0;3;1;1;0.455833;0.450108;0.692917;0.101371;979;6482;7461
395,659;20/10/2012;4;1;10;0;6;0;1;0.484167;0.472842;0.572917;0.117537;2806;5284;8090
396,660;21/10/2012;4;1;10;0;0;0;1;0.464167;0.456429;00.51;0.166054;2132;4692;6824
397,662;23/10/2012;4;1;10;0;2;1;1;0.544167;0.530304;0.641667;0.0945458;841;6625;7466
398,664;25/10/2012;4;1;10;0;4;1;2;00.55;0.529688;0.800417;0.124375;875;6484;7359
399,665;26/10/2012;4;1;10;0;5;1;2;0.545833;0.52275;0.807083;0.132467;1182;6262;7444
400,669;30/10/2012;4;1;10;0;2;1;2;0.318182;0.309909;0.825455;0.213009;87;1009;1096
401,671;01/11/2012;4;1;11;0;4;1;2;0.365833;0.369942;0.581667;0.157346;466;5520;5986
402,673;03/11/2012;4;1;11;0;6;0;2;0.343333;0.323846;0.49125;0.270529;1029;4109;5138
403,674;04/11/2012;4;1;11;0;0;0;1;0.325833;0.329538;0.532917;0.179108;1201;3906;5107
404,675;05/11/2012;4;1;11;0;1;1;1;0.319167;0.308075;0.494167;0.236325;378;4881;5259
405,676;06/11/2012;4;1;11;0;2;1;1;0.280833;0.281567;0.567083;0.173513;466;5220;5686
406,678;08/11/2012;4;1;11;0;4;1;1;0.352174;0.341891;0.333478;0.347835;340;4975;5315
407,679;09/11/2012;4;1;11;0;5;1;1;0.361667;0.355413;0.540833;0.214558;709;5283;5992
408,680;10/11/2012;4;1;11;0;6;0;1;0.389167;0.393937;0.645417;0.0578458;2090;4446;6536
409,683;13/11/2012;4;1;11;0;2;1;2;0.343333;0.323225;0.662917;0.342046;327;3767;4094
410,684;14/11/2012;4;1;11;0;3;1;1;0.289167;0.281563;0.552083;0.199625;373;5122;5495
411,685;15/11/2012;4;1;11;0;4;1;2;0.321667;0.324492;0.620417;0.152987;320;5125;5445
412,689;19/11/2012;4;1;11;0;1;1;2;0.380833;0.375621;0.623333;0.235067;449;5050;5499
413,691;21/11/2012;4;1;11;0;3;1;1;0.353333;0.364892;0.61375;0.103246;615;4531;5146
414,692;22/11/2012;4;1;11;1;4;0;1;00.34;0.350371;0.580417;0.0528708;955;1470;2425
415,693;23/11/2012;4;1;11;0;5;1;1;0.368333;0.378779;0.56875;0.148021;1603;2307;3910
416,694;24/11/2012;4;1;11;0;6;0;1;0.278333;0.248742;0.404583;0.376871;532;1745;2277
417,696;26/11/2012;4;1;11;0;1;1;1;0.313333;0.339004;0.535417;0.04665;337;4750;5087
418,697;27/11/2012;4;1;11;0;2;1;2;0.291667;0.281558;0.786667;0.237562;123;3836;3959
419,698;28/11/2012;4;1;11;0;3;1;1;0.296667;0.289762;0.50625;0.210821;198;5062;5260
420,699;29/11/2012;4;1;11;0;4;1;1;0.28087;0.298422;0.555652;0.115522;243;5080;5323
421,700;30/11/2012;4;1;11;0;5;1;1;0.298333;0.323867;0.649583;0.0584708;362;5306;5668
422,701;01/12/2012;4;1;12;0;6;0;2;0.298333;0.316904;0.806667;0.0597042;951;4240;5191
423,704;04/12/2012;4;1;12;0;2;1;1;0.475833;0.469054;0.73375;0.174129;551;6055;6606
424,706;06/12/2012;4;1;12;0;4;1;1;0.255833;0.258204;0.50875;0.174754;340;5035;5375
425,708;08/12/2012;4;1;12;0;6;0;2;0.381667;0.389508;0.91125;0.101379;1153;4429;5582
426,709;09/12/2012;4;1;12;0;0;0;2;0.384167;0.390146;0.905417;0.157975;441;2787;3228
427,711;11/12/2012;4;1;12;0;2;1;2;0.353333;0.338363;0.596667;0.296037;282;5219;5501
428,713;13/12/2012;4;1;12;0;4;1;1;0.295833;0.294188;0.485833;0.174129;425;5107;5532
429,714;14/12/2012;4;1;12;0;5;1;1;0.281667;0.294192;0.642917;0.131229;429;5182;5611
430,715;15/12/2012;4;1;12;0;6;0;1;0.324167;0.338383;0.650417;0.10635;767;4280;5047
431,718;18/12/2012;4;1;12;0;2;1;1;0.410833;0.409708;0.66625;0.221404;433;5124;5557
432,720;20/12/2012;4;1;12;0;4;1;2;00.33;0.335217;0.667917;0.132463;314;3814;4128
433,721;21/12/2012;1;1;12;0;5;1;2;0.326667;0.301767;0.556667;0.374383;221;3402;3623
434,722;22/12/2012;1;1;12;0;6;0;1;0.265833;0.236113;0.44125;0.407346;205;1544;1749
435,723;23/12/2012;1;1;12;0;0;0;1;0.245833;0.259471;0.515417;0.133083;408;1379;1787
436,725;25/12/2012;1;1;12;1;2;0;2;0.291304;0.294465;0.734783;0.168726;440;573;1013
437,726;26/12/2012;1;1;12;0;3;1;3;0.243333;0.220333;0.823333;0.316546;9;432;441
438,727;27/12/2012;1;1;12;0;4;1;2;0.254167;0.226642;0.652917;0.350133;247;1867;2114
439,728;28/12/2012;1;1;12;0;5;1;2;0.253333;0.255046;00.59;0.155471;644;2451;3095
